#####################################################################
# Alchemist log file - simulation started at: 2025-04-30T13:35+0000 #
#####################################################################
#
# update-frequency = 0.2, 5g-probability = 0, payload-size = 3, seed = 20.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.015213172608014 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.827 1.00 0.378 401785.2523471169 6.775337093494755E10 395447.1677749475 255.05912318551236 9483283.246447716 8.80688301370104 174.0 2.3757225433526057 1.0 15.746276421169368 157.0 245502.88879105527 7.862824694454456E10 146530.21452092112 1518.2481751824816 2255153.9967954303 3000.0 191918.5930552371 7.246196963951776E10 9842.471290202242 189457.00286433677 7.27557382210687E10 409.93306849889717 0.004983110115024538 1.5206240470403654E-4 0.0013839378910768204
120.01521317260801 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.827 1.00 0.378 401431.6729354241 6.7942683876026924E10 409394.78517734323 254.8053256520162 9483402.999171 8.771448981074943 174.0 2.3757225433526057 1.0 15.746276421169368 157.0 245290.69370881392 7.867222550499133E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 190957.3060726923 7.242101822800386E10 9379.906293093049 189256.7493157579 7.278025140956949E10 409.93306849889717 0.005978922182535229 2.149744536422136E-4 0.0013839378910768204
180.01521317260801 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 399407.4190663338 6.828782914062951E10 413591.09384922736 12.53877354426065 54.930578795681846 8.751778385371708 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 244983.9908581881 7.862467208389796E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 191461.47322457735 7.245817034060115E10 9822.522313778609 189141.85926067442 7.287241776673016E10 409.93306849889717 0.0071716255703900165 3.326196354587521E-4 0.0014011573014181759
240.01521317260801 1.51e+03 1.50e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 395972.4115839296 6.888453709525182E10 364685.8154479684 12.399842355676794 52.95965655796523 8.751778385371708 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 242952.3704117726 7.834857242801854E10 145011.31267068526 1518.2481751824816 2255153.9967954303 3000.0 189520.1779839805 7.24372201352782E10 9331.409920023909 189262.51117964 7.299571924972165E10 409.93306849889717 0.008151294853538488 4.7876989803449137E-4 0.0013839378910768204
300.015213172608 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.823 1.00 0.382 388774.32151914976 6.877464823791302E10 348713.7044450818 85.94216329464261 878192.3129005056 8.768155139762758 174.0 2.3757225433526057 1.0 15.74664564403642 158.0 237775.22785474127 7.68929360455419E10 144042.0226641898 1518.2481751824816 2255153.9967954303 3000.0 191204.33852540405 7.296279839385156E10 9379.906293093049 189267.12965980143 7.30794898353714E10 409.93306849889717 0.008153743167958053 4.932269386870098E-4 0.001383500613603128
360.015213172608 1.51e+03 1.51e+03 1.41e+03 1.55e+03 0.831 1.00 0.375 386637.44366455247 6.7955563360888374E10 346620.82621892286 176.95067611764145 4369620.079393278 8.778511016667938 174.0 2.3757225433526057 1.0 15.74369161864641 157.0 236545.25561375602 7.601478472598264E10 144131.35276572368 1518.2481751824816 2255153.9967954303 3000.0 191057.093925815 7.277623446104066E10 9379.906293093049 190012.07020647253 7.273937311963242E10 409.93306849889717 0.008271317556081865 5.038728623365343E-4 0.0013839378910768204
420.015213172608 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.842 1.00 0.365 384404.5278840456 6.78001331057559E10 345952.9588614383 12.169557220011335 51.50852096259643 8.764749999999253 173.0 2.3895348837209327 1.0 15.792310876605079 157.0 238067.90519087133 7.61781413842653E10 144601.25211341816 1518.2481751824816 2255153.9967954303 3000.0 190987.76994681635 7.267515876665588E10 9379.906293093049 190057.22532728725 7.27692762196907E10 2909.9954781159736 0.008413139966468572 5.047980860087762E-4 0.0014032442474254444
480.015213172608 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.846 1.00 0.361 383534.6583722583 6.774536366681992E10 341987.6078476837 12.648744785667972 55.20642775935494 8.797031866571796 173.0 2.3895348837209327 1.0 15.791940568432567 156.0 238246.16349949446 7.614574817290193E10 144601.25211341816 1518.2481751824816 2255153.9967954303 3000.0 191402.28772571185 7.287483597780556E10 9916.900086088286 189694.50154152187 7.29592434913096E10 1723.8158495761818 0.008413341317303884 5.039852373215433E-4 0.0014153767245227127
