#####################################################################
# Alchemist log file - simulation started at: 2025-05-01T18:04+0000 #
#####################################################################
#
# update-frequency = 0.1, 5g-probability = 0.01, payload-size = 3, seed = 9.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.01532303635692 1.54e+03 1.56e+03 1.38e+03 1.74e+03 0.870 1.00 0.336 598998.3186352141 5.4053772293769905E10 601454.8930806547 1608.6542842786246 2.8100428477603674E8 8.717563547889307 149.0 2.777027027027024 1.0 18.355455155305915 134.0 398293.7225158204 1.1490099497618904E11 476298.9691684176 1547.4452554744548 2253231.262239645 3000.0 207426.75148036084 7.978227683377792E10 9876.334984509473 185482.044737603 8.484236239579585E10 517.7457616830709 0.0031984937225809354 7.791139059496842E-5 0.0016011504591922094
120.01532303635692 1.54e+03 1.57e+03 1.37e+03 1.78e+03 0.871 1.00 0.336 551235.3872758562 3.8280689918679825E10 567527.9226139085 13.043940671366224 67.36266562637464 8.717563547889307 147.0 2.815068493150688 1.0 18.504427587474968 133.0 367311.7627347622 9.228473625269406E10 456408.36349481466 1547.4452554744548 2253231.262239645 3000.0 207249.443552778 8.013323367688098E10 9853.191921756594 184523.29532235762 8.42455689917751E10 517.7457616830709 0.003797940776872722 8.553497612820249E-5 0.001651938577658769
180.0153230363569 1.54e+03 1.57e+03 1.37e+03 1.77e+03 0.861 1.00 0.346 555705.1871842887 3.940350750128296E10 571246.9384405403 12.91569948932766 65.34996852753262 8.715710572081726 144.0 2.8741258741258764 1.0 18.697694040569587 130.0 372470.70908997103 9.359507711303357E10 459714.36718775146 1547.4452554744548 2253231.262239645 3000.0 207851.20269325087 8.103930708772902E10 9853.191921756594 186399.6934964011 8.551312930777695E10 517.7457616830709 0.0040947728271049835 9.485637205173195E-5 0.0016915399689399638
240.0153230363569 1.54e+03 1.56e+03 1.38e+03 1.77e+03 0.861 1.00 0.346 545008.1962983249 3.973489809941127E10 565326.6842207913 12.555173263105969 59.67317182153479 8.713356406976349 144.0 2.8741258741258764 1.0 18.697694040569587 130.0 365409.66043681465 9.124522077931622E10 456408.36349481466 1547.4452554744548 2253231.262239645 3000.0 206495.168696062 8.099413472275139E10 9842.471290202242 185489.11329674572 8.56520953568895E10 471.9937944350218 0.004417839122005549 1.087082901135558E-4 0.0017291480721105435
300.0153230363569 1.54e+03 1.57e+03 1.36e+03 1.77e+03 0.861 1.00 0.346 547609.3194345899 3.97784185148553E10 565326.6842207913 12.542733452019016 58.53695706929309 8.722956145279127 144.0 2.8741258741258764 1.0 18.697694040569587 130.0 367126.6468016348 9.189370533324774E10 462650.73032876285 1547.4452554744548 2253231.262239645 3000.0 208280.54278870168 8.174178500986082E10 9853.191921756594 182171.72292629103 8.538176141163815E10 471.9937944350218 0.004681054373085941 1.259019268249767E-4 0.0017291480721105435
360.0153230363569 1.54e+03 1.57e+03 1.37e+03 1.77e+03 0.861 1.00 0.346 551391.056668015 3.939465097014625E10 566671.9066431543 12.76895194333694 64.81625131650148 8.723101939479387 144.0 2.8741258741258764 1.0 18.697694040569587 130.0 369614.22864698194 9.255159917954346E10 467101.84525885934 1547.4452554744548 2253231.262239645 3000.0 207835.68093823173 8.131078770367773E10 9853.191921756594 186271.6605130609 8.611054503507294E10 483.2293775708662 0.004932862525147195 1.4559289793863854E-4 0.001722278213112561
420.0153230363569 1.54e+03 1.57e+03 1.36e+03 1.77e+03 0.864 1.00 0.343 547655.6148587097 3.799336703070506E10 566242.9055549405 11.977592209898011 52.714798236278696 8.717563547889307 145.0 2.85416666666667 1.0 18.632991550630756 131.0 366310.6271867157 9.063933478148318E10 456408.36349481466 1547.4452554744548 2253231.262239645 3000.0 205241.49450949798 7.971590464559636E10 9842.471290202242 186570.93903949345 8.59256854013812E10 483.2293775708662 0.004861050625421674 1.5509991019032907E-4 0.00168845168795679
480.0153230363569 1.54e+03 1.59e+03 1.36e+03 1.77e+03 0.870 1.00 0.332 548960.2076499145 3.520579309341221E10 567527.9226139085 53.04329444297916 226155.06280165265 8.720080309855973 145.0 2.85416666666667 1.0 18.626610316644165 131.0 368412.43465340626 8.947266222046742E10 468229.7015152324 1547.4452554744548 2253231.262239645 3000.0 207742.4769859454 7.925821447207458E10 10938.798529556472 184656.80373886132 8.443637724285948E10 483.2293775708662 0.003586502251387187 8.142035290950807E-5 0.001651938577658769
