#####################################################################
# Alchemist log file - simulation started at: 2025-04-30T13:48+0000 #
#####################################################################
#
# update-frequency = 0.2, 5g-probability = 0.5, payload-size = 3, seed = 1.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.00921577840932 1.55e+03 1.71e+03 1.44e+03 2.61e+03 0.911 1.00 0.285 557844.2166232455 5.2829108256220184E10 573368.3846591379 1793.3393282331074 1.9476229424802203E7 8.875723397470283 29.0 14.67857142857143 1.0 59.03674535056364 18.0 534173.9375190127 6.26196268757604E10 565326.6842207913 1554.7445255474454 2252483.532134576 3000.0 208337.12292639836 7.955399673891388E10 11485.649962197906 186377.54049358395 8.46567027914591E10 1297.4561779303208 0.010510507059541397 2.1950028848862762E-4 0.006374112006235466
120.00921577840933 1.55e+03 1.69e+03 1.43e+03 2.56e+03 0.913 1.00 0.282 542916.6202471426 5.277841607890886E10 565420.8934550065 26239.353997291986 5.711573935068066E9 8.88489237094876 31.0 13.700000000000006 1.0 56.77733277674618 19.0 518299.6313965366 6.2380002255830795E10 559042.3909100136 1554.7445255474454 2252483.532134576 3000.0 207915.03505581667 7.992391164757578E10 10145.442255304359 185312.53095073433 8.39721091475225E10 1297.4561779303208 0.01216045514418489 3.2667263041238735E-4 0.005313680639271914
180.00921577840933 1.55e+03 1.73e+03 1.44e+03 2.55e+03 0.913 1.00 0.282 523327.3987748173 5.348162654263698E10 556719.6238159138 27417.90736063453 3.490115751677496E9 8.88489237094876 33.0 12.84375 1.0 53.672909833546385 19.0 501864.20439231454 6.157185270158031E10 545614.7977839983 1554.7445255474454 2252483.532134576 3000.0 209059.31624353628 8.054773409429214E10 10209.259559002458 187556.7418621587 8.51273568291477E10 1297.4561779303208 0.013818241067157046 4.3271479604075534E-4 0.004841004645436454
240.00921577840933 1.55e+03 1.68e+03 1.44e+03 2.57e+03 0.905 1.00 0.293 528385.8716699346 4.72728842905463E10 558045.9430114112 27374.072444352332 5.596308386677847E9 8.878441071323063 30.0 14.172413793103448 1.0 53.63372404261897 18.0 508274.81020571117 5.54825476461197E10 551415.2066219917 1554.7445255474454 2252483.532134576 3000.0 207556.85850412646 8.104901950697218E10 9916.900086088286 186290.9571993487 8.499917255658191E10 2123.098961134012 0.011776488280007788 4.6797404133633406E-4 0.004714690994697241
300.0092157784093 1.55e+03 1.69e+03 1.44e+03 2.53e+03 0.911 1.00 0.286 552776.6420947312 4.698725267085304E10 565697.1660733166 13177.183054138413 2.3554755390747304E9 8.892492572987157 30.0 14.17241379310345 1.0 55.76485642250558 18.0 531223.0517041631 5.643583718506824E10 562154.9927998156 1554.7445255474454 2252483.532134576 3000.0 208919.2341281914 8.147354811350859E10 10145.442255304359 185214.82692732327 8.551742765615497E10 1297.4561779303208 0.013596715372777518 6.181708076694548E-4 0.005283038890321773
360.0092157784093 1.55e+03 1.61e+03 1.43e+03 2.55e+03 0.910 1.00 0.286 541902.3947860454 5.10361581358827E10 565058.1956542137 37316.948894768255 1.6097009022097454E10 8.912743655544226 35.0 12.08823529411765 1.0 50.8726083628501 22.0 518190.00242907007 6.086817123295204E10 560165.2200838258 1554.7445255474454 2252483.532134576 3000.0 208421.45703929564 8.111617231806712E10 10145.442255304359 187059.98826128396 8.589066699770323E10 1297.4561779303208 0.012943608311255449 4.6567831218508374E-4 0.005021588201853246
420.0092157784093 1.55e+03 1.61e+03 1.42e+03 2.58e+03 0.913 1.00 0.282 532735.9975899904 4.808171152388214E10 560291.6013590354 5878.37750294177 3.057395673547671E8 8.916402631827236 31.0 13.700000000000006 1.0 56.98526730353355 19.0 511673.6746541475 5.813886737008215E10 552265.2734015927 1554.7445255474454 2252483.532134576 3000.0 205677.96684703798 7.961242364815419E10 9916.900086088286 185487.6980110307 8.49976982743735E10 1297.4561779303208 0.015397150535422538 4.949671237761093E-4 0.0051465856325482295
480.0092157784093 1.55e+03 1.67e+03 1.40e+03 2.41e+03 0.914 1.00 0.275 551157.9981250752 5.1323537877729904E10 567100.9077313682 18479.705161420752 3.0331110830171933E9 8.87256709062926 32.0 13.258064516129037 1.0 50.97579016352463 21.0 528405.7369195551 6.134429210254617E10 561925.227404988 1554.7445255474454 2252483.532134576 3000.0 208050.851926236 7.919873073414827E10 12878.363317933981 183192.51527045018 8.39957450129387E10 1297.4561779303208 0.014872962044276924 7.679212323501542E-4 0.00450927412507799
