#####################################################################
# Alchemist log file - simulation started at: 2025-05-01T23:17+0000 #
#####################################################################
#
# update-frequency = 0.1, 5g-probability = 0, payload-size = 3, seed = 12.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.005590746559655 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 400815.0647234779 6.802227687620082E10 405198.4765054591 13.052467895141113 61.64492343488139 8.781409652527191 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 245825.4027687205 7.873051368107234E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 191458.69949383178 7.264769087723616E10 9379.906293093049 189509.93199050566 7.27807411118975E10 409.93306849889717 0.004775074626790459 1.4956526278899623E-4 0.0014011573014181759
120.00559074655965 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 400418.6784511854 6.819942112636859E10 413591.09384922736 12.851203971725424 57.673176606324816 8.768065511518467 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 245587.53911108532 7.876040432142545E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 189473.88546102398 7.206125070832736E10 9331.409920023909 189283.9049216413 7.27881776715371E10 409.93306849889717 0.005311660043163509 1.6759080016298607E-4 0.0014011573014181759
180.00559074655965 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 399270.68642874126 6.830178156749025E10 413591.09384922736 12.641140806504275 55.68169439156289 8.761599491313175 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 244904.87450457868 7.860846999481427E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 191345.42539834752 7.250744622395326E10 9822.522313778609 189152.23032885903 7.287482518540352E10 409.93306849889717 0.005837205311983108 1.976155254076919E-4 0.0014011573014181759
240.00559074655965 1.51e+03 1.50e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 399301.7126271652 6.8524760500898315E10 413591.09384922736 12.386537854844377 52.21401266337457 8.751778385371708 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 244913.96937098054 7.874175318759055E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 189929.0434959177 7.275958134517902E10 9331.409920023909 189194.30350509906 7.303224828918147E10 409.93306849889717 0.006387928767674948 2.4065913157534185E-4 0.0013839378910768204
300.0055907465596 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.829 1.00 0.377 402350.20104771334 6.812942428818201E10 422456.0233215238 283.9714217653287 1.2034720017350268E7 8.76303534492519 175.0 2.362068965517244 1.0 15.702470196154168 160.0 244949.66628698146 7.879977920353323E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 191218.19267441088 7.29757316070485E10 9379.906293093049 189367.1989236842 7.306145404675244E10 409.93306849889717 0.006784397403493818 2.937394654391806E-4 0.0013800150982278107
360.0055907465596 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.819 1.00 0.385 399257.7280383743 6.851418902832864E10 413029.4708375578 12.720574822060753 62.476024829786695 8.77671315154035 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 244863.55695620622 7.871871253675702E10 146279.16265855895 1518.2481751824816 2255153.9967954303 3000.0 191052.04854400698 7.27822575453819E10 9379.906293093049 189849.46576489814 7.28032213967785E10 409.93306849889717 0.007538303259604839 3.7315974497484627E-4 0.0014011573014181759
420.0055907465596 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.831 1.00 0.375 402214.55127096834 6.78193420119681E10 418735.24522754975 176.38525976360566 4369795.755847444 8.762896393319844 174.0 2.3757225433526057 1.0 15.74369161864641 157.0 245801.35324136997 7.879064642702682E10 147630.5231958017 1518.2481751824816 2255153.9967954303 3000.0 190976.57588186345 7.267085693496675E10 9379.906293093049 190057.68458919352 7.27647608204917E10 2909.9954781159736 0.007950761674997114 4.48170155536924E-4 0.0013839378910768204
480.0055907465596 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.840 1.00 0.367 386562.8612235714 6.751810198859429E10 350138.71531375626 4501.192407387634 3.304162816479308E9 8.796806033589766 173.0 2.3895348837209327 1.0 15.790459248900119 156.0 239310.46926088686 7.636612635903758E10 145011.31267068526 1518.2481751824816 2255153.9967954303 3000.0 191441.76834086547 7.285109150181293E10 9916.900086088286 189691.38031093657 7.294752464417334E10 1774.6283630628232 0.008364769182608894 5.037962485882824E-4 0.0014032442474254444
